,full_name,First_Name,Last_Name,occupation,city,state,show_number,date,winner_flg,final_score,Gender,Year,flag_female,flag_male
987,Rex Marzke,Rex,Marzke,a user interface designer,Houston,Texas,6961,2014-12-15,0,10787,male,2014,0,1
988,William Golden,William,Golden,a seventh grader,Houston,Texas,6891,2014-07-28,1,17801,male,2014,0,1
989,William Golden,William,Golden,a seventh grader,Houston,Texas,6888,2014-07-23,1,16200,male,2014,0,1
990,Ryan Bilger,Ryan,Bilger,a student,Macungie,Pennsylvania,8033,2019-07-10,0,23300,male,2019,0,1
991,Ryan Bilger,Ryan,Bilger,a student,Macungie,Pennsylvania,8032,2019-07-09,1,10399,male,2019,0,1
992,Ryan Bilger,Ryan,Bilger,a student,Macungie,Pennsylvania,8031,2019-07-08,1,32801,male,2019,0,1
993,Ryan Bilger,Ryan,Bilger,a student,Macungie,Pennsylvania,8030,2019-07-05,1,29199,male,2019,0,1
994,Ryan Bilger,Ryan,Bilger,a student,Macungie,Pennsylvania,8029,2019-07-04,1,34650,male,2019,0,1
995,Vidya Srinivasan,Vidya,Srinivasan,a student,Chevy Chase,Maryland,7451,2017-01-23,0,4000,female,2017,1,0
996,Maggie Beazer,Maggie,Beazer,a student,Cambridge,Massachusetts,7833,2018-10-03,0,534,female,2018,1,0
997,Alix Basden,Alix,Basden,a student,Lafayette,Louisiana,7979,2019-04-25,0,5600,female,2019,1,0
998,Kathy Callahan,Kathy,Callahan,a student,Pittsburgh,Pennsylvania,7046,2015-04-13,0,8395,female,2015,1,0
999,Jade Ryan,Jade,Ryan,a student,Gainesville,Florida,7922,2019-02-05,0,1,female,2019,1,0
1000,Ezgi Ustundag,Ezgi,Ustundag,a student,Durham,North Carolina,7139,2015-10-01,1,2000,female,2015,1,0
1001,Ryan Hughey,Ryan,Hughey,a student,Indianapolis,Indiana,7602,2017-10-03,0,-200,male,2017,0,1
1002,Alex Hotovy,Alex,Hotovy,a student,Omaha,Nebraska,7694,2018-02-08,0,600,male,2018,0,1
1003,Jessica Rea,Jessica,Rea,a student,Carmichael,California,7787,2018-06-19,1,1700,female,2018,1,0
1004,Daniel Ludlam,Daniel,Ludlam,a student,Claremont,California,7725,2018-03-23,0,2195,male,2018,0,1
1005,Tyler Miksanek,Tyler,Miksanek,a student,Warrenville,Illinois,7676,2018-01-15,0,5199,male,2018,0,1
1006,Brandon Randall,Brandon,Randall,a student,Provo,Utah,7563,2017-06-28,0,1,male,2017,0,1
1007,Brandon Randall,Brandon,Randall,a student,Provo,Utah,7562,2017-06-27,1,22001,male,2017,0,1
1008,Brandon Randall,Brandon,Randall,a student,Provo,Utah,7561,2017-06-26,1,20001,male,2017,0,1
1013,Ben Parker,Ben,Parker,a student,Northbrook,Illinois,7193,2015-12-16,0,9200,male,2015,0,1
1014,Dylan Parson,Dylan,Parson,a student,Slippery Rock,Pennsylvania,7135,2015-09-25,1,17198,male,2015,0,1
1015,Dylan Parson,Dylan,Parson,a student,Slippery Rock,Pennsylvania,7134,2015-09-24,1,5200,male,2015,0,1
1016,Dylan Parson,Dylan,Parson,a student,Slippery Rock,Pennsylvania,7133,2015-09-23,1,19200,male,2015,0,1
1017,Dylan Parson,Dylan,Parson,a student,Slippery Rock,Pennsylvania,7132,2015-09-22,1,5399,male,2015,0,1
1018,Sacha Samotin,Sacha,Samotin,a student,Naples,Florida,7097,2015-06-23,0,0,female,2015,1,0
1019,Sacha Samotin,Sacha,Samotin,a student,Naples,Florida,7096,2015-06-22,1,19600,female,2015,1,0
1020,Margaret Hamilton,Margaret,Hamilton,a retired air traffic controller,Sebring,Florida,8033,2019-07-10,0,6600,female,2019,1,0
1021,Hannah Safford,Hannah,Safford,an engineering Ph.D. student,Davis,California,8032,2019-07-09,0,8800,female,2019,1,0
1022,Jenny Gibbs,Jenny,Gibbs,a handywoman and gardener,Charlottesville,Virginia,7996,2019-05-20,0,8801,female,2019,1,0
1023,Ruth Payne,Ruth,Payne,a law school career counselor,Charlottesville,Virginia,7795,2018-06-29,0,200,female,2018,1,0
1024,Charlie Santiuste,Charlie,Santiuste,a relationship manager,Charlottesville,Virginia,7651,2017-12-11,0,21208,male,2017,0,1
1027,Eric Swanson,Eric,Swanson,a Ph.D. student in experimental pathology,Charlottesville,Virginia,7035,2015-03-27,0,6201,male,2015,0,1
1028,Rena Morse,Rena,Morse,a director of semantic technology,Charlottesville,Virginia,6915,2014-10-10,0,18200,female,2014,1,0
1029,Rena Morse,Rena,Morse,a director of semantic technology,Charlottesville,Virginia,6914,2014-10-09,1,9199,female,2014,1,0
1030,Holly Ahronheim,Holly,Ahronheim,a stay-at-home mom,Royal Palm Beach,Florida,8031,2019-07-08,0,0,female,2019,1,0
1031,Kristin Sausville,Kristin,Sausville,a stay-at-home mom,Newark,Delaware,7167,2015-11-10,0,12800,female,2015,1,0
1032,Kristin Sausville,Kristin,Sausville,a stay-at-home mom,Newark,Delaware,7028,2015-03-18,0,5599,female,2015,1,0
1033,Kristin Sausville,Kristin,Sausville,a stay-at-home mom,Newark,Delaware,7027,2015-03-17,1,13199,female,2015,1,0
1034,Kristin Sausville,Kristin,Sausville,a stay-at-home mom,Newark,Delaware,7026,2015-03-16,1,28200,female,2015,1,0
1035,Kristin Sausville,Kristin,Sausville,a stay-at-home mom,Newark,Delaware,7025,2015-03-13,1,21201,female,2015,1,0
1036,Kristin Sausville,Kristin,Sausville,a stay-at-home mom,Newark,Delaware,7024,2015-03-12,1,6800,female,2015,1,0
1037,Kristin Sausville,Kristin,Sausville,a stay-at-home mom,Newark,Delaware,7023,2015-03-11,1,24801,female,2015,1,0
1038,Sara Feeney,Sara,Feeney,a stay-at-home mom,Livonia,Michigan,8002,2019-05-28,0,16801,female,2019,1,0
1039,Courtney  Corcoran,Courtney,,a stay-at-home mom,Alexandria,Virginia,7274,2016-04-07,0,100,female,2016,1,0
1040,Allison Fraser,Allison,Fraser,a stay-at-home mom,Alexandria,Virginia,6967,2014-12-23,1,13500,female,2014,1,0
1041,Allison Fraser,Allison,Fraser,a stay-at-home mom,Alexandria,Virginia,6966,2014-12-22,1,20401,female,2014,1,0
1042,Allison Fraser,Allison,Fraser,a stay-at-home mom,Alexandria,Virginia,6965,2014-12-19,1,20500,female,2014,1,0
1043,Alison Sahner,Alison,Sahner,a stay-at-home mom,Pittsburgh,Pennsylvania,7695,2018-02-09,0,5800,female,2018,1,0
1045,Michelle Mueckler,Michelle,Mueckler,a stay-at-home mom,Elgin,South Carolina,7809,2018-07-19,0,22800,female,2018,1,0
1046,Amanda Barlau,Amanda,Barlau,a stay-at-home mom,Seymour,Indiana,7642,2017-11-28,0,6400,female,2017,1,0
1047,Kara Chandler,Kara,Chandler,a stay-at-home mom,Berwyn,Illinois,7636,2017-11-20,1,25700,female,2017,1,0
1048,Kara Chandler,Kara,Chandler,a stay-at-home mom,Berwyn,Illinois,7625,2017-11-03,1,12799,female,2017,1,0
1049,Scarlett Sims,Scarlett,Sims,a stay-at-home mom,Oak Ridge,Tennessee,7610,2017-10-13,0,400,female,2017,1,0
1050,Scarlett Sims,Scarlett,Sims,a stay-at-home mom,Oak Ridge,Tennessee,7609,2017-10-12,1,33201,female,2017,1,0
1051,Jennifer Fuquay,Jennifer,Fuquay,a stay-at-home mom,San Antonio,Texas,7519,2017-04-27,0,0,female,2017,1,0
1052,Elisabeth Lancaster,Elisabeth,Lancaster,a stay-at-home mom,Winter Park,Florida,7488,2017-03-15,0,6600,female,2017,1,0
1053,Susan Logan,Susan,Logan,a stay-at-home mom,Glenview,Illinois,7386,2016-10-24,0,13199,female,2016,1,0
1054,Liz Hedreen,Liz,Hedreen,a stay-at-home mom,Kirkland,Washington,7337,2016-07-05,0,0,female,2016,1,0
1055,Liz Hedreen,Liz,Hedreen,a stay-at-home mom,Kirkland,Washington,7336,2016-07-04,1,21600,female,2016,1,0
1056,Carrie Delapeña,Carrie,Delapeña,a stay-at-home mom,Plano,Texas,6899,2014-09-18,0,100,female,2014,1,0
1057,Heather Seal-Breslin,Heather,Seal-Breslin,a stay-at-home mom,Flower Mound,Texas,6969,2014-12-25,0,4000,female,2014,1,0
1062,Sarah Hoban,Sarah,Hoban,a freelance writer and editor,Barrington,Illinois,8031,2019-07-08,0,32400,female,2019,1,0
1063,Shelby O'Neill,Shelby,O'Neill,a freelance writer and editor,Austin,Texas,6860,2014-06-13,0,400,female,2014,1,0
1064,Alan Florendo,Alan,Florendo,a software developer,St. Louis,Missouri,7924,2019-02-07,0,8000,male,2019,0,1
1065,Jon Beebe,Jon,Beebe,a software developer,New York,New York,7495,2017-03-24,0,6799,male,2017,0,1
1066,Jerry Vinokurov,Jerry,Vinokurov,a software developer,Pittsburgh,Pennsylvania,7287,2016-04-26,0,13999,male,2016,0,1
1067,Brennan Bushee,Brennan,Bushee,a software developer,Malden,Massachusetts,7172,2015-11-17,0,5600,male,2015,0,1
1068,Brennan Bushee,Brennan,Bushee,a software developer,Malden,Massachusetts,7172,2015-11-17,0,5600,male,2015,0,1
1069,Brennan Bushee,Brennan,Bushee,a software developer,Malden,Massachusetts,7167,2015-11-10,1,18000,male,2015,0,1
1070,Catherine Ono,Catherine,Ono,a software developer,Santa Clara,California,7783,2018-06-13,0,13600,female,2018,1,0
1071,Catherine Ono,Catherine,Ono,a software developer,Santa Clara,California,7782,2018-06-12,1,23201,female,2018,1,0
1072,Catherine Ono,Catherine,Ono,a software developer,Santa Clara,California,7781,2018-06-11,1,23201,female,2018,1,0
1073,Irv Murray,Irv,Murray,a software developer,Hartsdale,New York,6903,2014-09-24,0,800,male,2014,0,1
1074,Irv Murray,Irv,Murray,a software developer,Hartsdale,New York,6903,2014-09-24,0,800,male,2014,0,1
1075,Mary Grace Buckley,Mary,Grace,a writer and retail sales associate,St. Louis,Missouri,7618,2017-10-25,0,5000,female,2017,1,0
1076,Shadi Peterman,Shadi,Peterman,a high school history teacher,St. Louis,Missouri,7586,2017-09-11,0,4600,male,2017,0,1
1077,Shadi Peterman,Shadi,Peterman,a high school history teacher,St. Louis,Missouri,7585,2017-07-28,1,11200,male,2017,0,1
1078,Shadi Peterman,Shadi,Peterman,a high school history teacher,St. Louis,Missouri,7584,2017-07-27,1,6800,male,2017,0,1
1079,Kian Barry,Kian,Barry,a high school history teacher,Hopewell,New Jersey,7834,2018-10-04,0,14000,male,2018,0,1
1080,Matt Brannagan,Matt,Brannagan,a high school history teacher,Bowie,Maryland,7672,2018-01-09,0,5200,male,2018,0,1
1081,Justin Vossler,Justin,Vossler,a high school history teacher,Homer,New York,7630,2017-11-10,0,9000,male,2017,0,1
1082,Justin Vossler,Justin,Vossler,a high school history teacher,Homer,New York,7584,2017-07-27,0,6000,male,2017,0,1
1083,Justin Vossler,Justin,Vossler,a high school history teacher,Homer,New York,7583,2017-07-26,1,17200,male,2017,0,1
1084,Justin Vossler,Justin,Vossler,a high school history teacher,Homer,New York,7582,2017-07-25,1,20300,male,2017,0,1
1085,Justin Vossler,Justin,Vossler,a high school history teacher,Homer,New York,7581,2017-07-24,1,18000,male,2017,0,1
1086,Justin Vossler,Justin,Vossler,a high school history teacher,Homer,New York,7580,2017-07-21,1,27400,male,2017,0,1
1087,Justin Vossler,Justin,Vossler,a high school history teacher,Homer,New York,7579,2017-07-20,1,27100,male,2017,0,1
1088,Justin Vossler,Justin,Vossler,a high school history teacher,Homer,New York,7579,2017-07-20,1,27100,male,2017,0,1
1089,Kate Reed Hauenstein,Kate,Reed,a high school history teacher,Cedar Park,Texas,7464,2017-02-09,0,0,female,2017,1,0
1090,Lauren Gilmore,Lauren,Gilmore,a high school history teacher,Lake Wales,Florida,7298,2016-05-11,0,6000,female,2016,1,0
1091,Lauren Gilmore,Lauren,Gilmore,a high school history teacher,Lake Wales,Florida,7291,2016-05-02,0,11000,female,2016,1,0
1092,Lydia Cuffman,Lydia,Cuffman,a high school history teacher,Redwood City,California,7001,2015-02-09,0,7000,female,2015,1,0
1093,Lydia Cuffman,Lydia,Cuffman,a high school history teacher,Redwood City,California,7001,2015-02-09,0,7000,female,2015,1,0
1094,Lydia Cuffman,Lydia,Cuffman,a high school history teacher,Redwood City,California,6997,2015-02-03,1,13400,female,2015,1,0
1095,Tessa Fleming,Tessa,Fleming,a high school history teacher,Mission Viejo,California,6897,2014-09-16,0,2800,female,2014,1,0
1096,Tessa Fleming,Tessa,Fleming,a high school history teacher,Mission Viejo,California,6897,2014-09-16,0,2800,female,2014,1,0
1097,Matt Kish,Matt,Kish,a high school history teacher,Brunswick,Ohio,6795,2014-03-14,0,1999,male,2014,0,1
1098,Matt Kish,Matt,Kish,a high school history teacher,Brunswick,Ohio,6794,2014-03-13,1,23201,male,2014,0,1
1099,Ellen Plitt,Ellen,Plitt,an emergency room nurse,St. Louis,Missouri,7288,2016-04-27,0,5399,female,2016,1,0
1100,Rachel Pepe,Rachel,Pepe,an operations manager,St. Louis,Missouri,7052,2015-04-21,0,0,female,2015,1,0
1101,Mai Kulkarni,Mai,Kulkarni,an operations manager,Macon,Georgia,7132,2015-09-22,0,1999,female,2015,1,0
1102,Laurie McNeill,Laurie,McNeill,an operations manager,Orlando,Florida,7074,2015-05-21,0,2600,female,2015,1,0
1103,Adam Elkana-Hale,Adam,Elkana-Hale,a middle school math teacher,St. Louis,Missouri,7005,2015-02-13,0,400,male,2015,0,1
1104,Adam Elkana-Hale,Adam,Elkana-Hale,a middle school math teacher,St. Louis,Missouri,7004,2015-02-12,0,3000,male,2015,0,1
1105,Adam Elkana-Hale,Adam,Elkana-Hale,a middle school math teacher,St. Louis,Missouri,7001,2015-02-09,1,18500,male,2015,0,1
1106,Adam Elkana-Hale,Adam,Elkana-Hale,a middle school math teacher,St. Louis,Missouri,7001,2015-02-09,1,18500,male,2015,0,1
1107,Adam Elkana-Hale,Adam,Elkana-Hale,a middle school math teacher,St. Louis,Missouri,7000,2015-02-06,1,18001,male,2015,0,1
1108,Eileen Dreyer,Eileen,Dreyer,an author,St. Louis,Missouri,6929,2014-10-30,0,12600,female,2014,1,0
1109,David Bradley,David,Bradley,an author,Atlanta,Georgia,7247,2016-03-01,0,0,male,2016,0,1
1110,David Bradley,David,Bradley,an author,Atlanta,Georgia,7246,2016-02-29,1,28000,male,2016,0,1
1111,David Bradley,David,Bradley,an author,Atlanta,Georgia,7245,2016-02-26,1,27000,male,2016,0,1
1112,Sarah Sinclair,Sarah,Sinclair,an author,Anchorage,Alaska,7841,2018-10-15,0,16400,female,2018,1,0
1113,Alex Tran,Alex,Tran,an auto repair shop service manager,St. Louis,Missouri,6844,2014-05-22,0,5600,male,2014,0,1
1114,Tom Kavanaugh,Tom,Kavanaugh,a personal trainer,St. Louis,Missouri,6808,2014-04-02,0,0,male,2014,0,1
1115,Rob Williams,Rob,Williams,a renewable energy manager,Portland,Oregon,7927,2019-02-12,0,12801,male,2019,0,1
1122,Scott Montanaro,Scott,Montanaro,a high school history and psychology teacher,Portland,Oregon,7761,2018-05-14,0,0,male,2018,0,1
1123,Scott Montanaro,Scott,Montanaro,a high school history and psychology teacher,Portland,Oregon,7758,2018-05-09,1,14400,male,2018,0,1
1124,Jack Rice,Jack,Rice,a marketing associate,Portland,Oregon,7713,2018-03-07,0,4399,male,2018,0,1
1125,Jack Rice,Jack,Rice,a marketing associate,Portland,Oregon,7712,2018-03-06,1,26500,male,2018,0,1
1126,Matt Stikker,Matt,Stikker,a graphic designer and illustrator,Portland,Oregon,7699,2018-02-15,0,2200,male,2018,0,1
1128,Nil Jones,Nil,Jones,a developer consultant,Portland,Oregon,7479,2017-03-02,0,-3000,female,2017,1,0
1129,Anthony Szabo,Anthony,Szabo,an office manager,Portland,Oregon,7351,2016-07-25,0,11800,male,2016,0,1
1130,Donna Normington,Donna,Normington,an office manager,Mesa,Arizona,7097,2015-06-23,0,0,female,2015,1,0
1131,Nicole Stanley,Nicole,Stanley,a medical student,Portland,Oregon,7183,2015-12-02,0,11200,female,2015,1,0
1132,Rain Dunaway,Rain,Dunaway,a medical student,Louisville,Kentucky,7606,2017-10-09,0,3400,male,2017,0,1
1133,Scott Swartz,Scott,Swartz,a medical student,Berkeley,California,8001,2019-05-27,0,12399,male,2019,0,1
1134,Satish Chandrasekhar,Satish,Chandrasekhar,a medical student,Jupiter,Florida,7965,2019-04-05,0,12600,male,2019,0,1
1135,Sean Chong,Sean,Chong,a medical student,Silver Spring,Maryland,7609,2017-10-12,0,1000,male,2017,0,1
1136,Amanda Watson,Amanda,Watson,a medical student,Tulsa,Oklahoma,7379,2016-10-13,0,11201,female,2016,1,0
1137,Andrew Lai,Andrew,Lai,a medical student,East Lansing,Michigan,7767,2018-05-22,0,0,male,2018,0,1
1138,Kent Buxton,Kent,Buxton,a medical student,Kansas City,Missouri,7266,2016-03-28,0,22798,male,2016,0,1
1139,Alisha Mathalikunnel,Alisha,Mathalikunnel,a medical student,Alhambra,California,7675,2018-01-12,0,800,female,2018,1,0
1140,Brian Carrick,Brian,Carrick,a restaurant owner,Portland,Oregon,7041,2015-04-06,0,6600,male,2015,0,1
1141,Joann Taylor,Joann,Taylor,a color scientist,Portland,Oregon,6904,2014-09-25,0,600,female,2014,1,0
1142,Cathy Deobler,Cathy,Deobler,a retired teacher,Belle,West Virginia,8028,2019-07-03,0,0,female,2019,1,0
1143,Kimberly Kist,Kimberly,Kist,a retired teacher,Williamsport,Pennsylvania,7647,2017-12-05,0,400,female,2017,1,0
1146,Barbara Amster,Barbara,Amster,a retired teacher,Warrenton,Virginia,7321,2016-06-13,0,200,female,2016,1,0
1147,Phyllis Kidd,Phyllis,Kidd,a retired teacher,Glen Ellyn,Illinois,7224,2016-01-28,0,11601,female,2016,1,0
1148,Sandy Carroll,Sandy,Carroll,a retired teacher,Avoca,Iowa,6880,2014-07-11,0,8400,female,2014,1,0
1149,Mary Twellman,Mary,Twellman,a retired teacher,Bowling Green,Missouri,6827,2014-04-29,0,1,female,2014,1,0
1150,Allison Lyttle,Allison,Lyttle,a music librarian,Harrisonburg,Virginia,8027,2019-07-02,0,4000,female,2019,1,0
1151,Debbie Kauffman,Debbie,Kauffman,a university professor,Greeley,Colorado,8026,2019-07-01,1,0,female,2019,1,0
1152,Russ Schumacher,Russ,Schumacher,a university professor,Fort Collins,Colorado,6836,2014-05-12,0,0,male,2014,0,1
1153,Russ Schumacher,Russ,Schumacher,a university professor,Fort Collins,Colorado,6832,2014-05-06,1,16700,male,2014,0,1
1154,Russ Schumacher,Russ,Schumacher,a university professor,Fort Collins,Colorado,6808,2014-04-02,1,15400,male,2014,0,1
1155,Norine Noonan,Norine,Noonan,a university professor,Palm Bay,Florida,7254,2016-03-10,0,1800,female,2016,1,0
1157,Lucas Miner,Lucas,Miner,a junior,Miami,Florida,8025,2019-06-28,0,9200,male,2019,0,1
1158,Lucas Miner,Lucas,Miner,a junior,Miami,Florida,8024,2019-06-27,0,14800,male,2019,0,1
1159,Lucas Miner,Lucas,Miner,a junior,Miami,Florida,8021,2019-06-24,1,21601,male,2019,0,1
1160,Lucas Miner,Lucas,Miner,a junior,Miami,Florida,8017,2019-06-18,1,21000,male,2019,0,1
1161,Jackson Jones,Jackson,Jones,a junior,Louisville,Kentucky,8023,2019-06-26,1,39200,male,2019,0,1
1162,Jackson Jones,Jackson,Jones,a junior,Louisville,Kentucky,8019,2019-06-20,1,21600,male,2019,0,1
1164,Sophia Weng,Sophia,Weng,a junior,Chevy Chase,Maryland,8018,2019-06-19,0,13600,female,2019,1,0
1165,Stephanie Pierson,Stephanie,Pierson,a junior,Macon,Georgia,8016,2019-06-17,0,13999,female,2019,1,0
1167,Emma Arnold,Emma,Arnold,a junior,Owings Mills,Maryland,7866,2018-11-19,0,19000,female,2018,1,0
1168,Emma Arnold,Emma,Arnold,a junior,Owings Mills,Maryland,7866,2018-11-19,0,19000,female,2018,1,0
1169,Emma Arnold,Emma,Arnold,a junior,Owings Mills,Maryland,7865,2018-11-16,1,30001,female,2018,1,0
1170,Emma Arnold,Emma,Arnold,a junior,Owings Mills,Maryland,7858,2018-11-07,0,18400,female,2018,1,0
1171,Autumn Shelton,Autumn,Shelton,a junior,Lamar,Missouri,7863,2018-11-14,0,23199,female,2018,1,0
1172,Autumn Shelton,Autumn,Shelton,a junior,Lamar,Missouri,7862,2018-11-13,1,19600,female,2018,1,0
1173,Antonio Karides,Antonio,Karides,a junior,Severna Park,Maryland,7405,2016-11-18,0,-4200,male,2016,0,1
1174,Antonio Karides,Antonio,Karides,a junior,Severna Park,Maryland,7401,2016-11-14,0,20000,male,2016,0,1
1175,Lucia Geng,Lucia,Geng,a junior,Great Neck,New York,7403,2016-11-16,0,8399,female,2016,1,0
1176,Lucia Geng,Lucia,Geng,a junior,Great Neck,New York,7401,2016-11-14,0,16800,female,2016,1,0
1177,Jack Bekos,Jack,Bekos,a junior,Elm Grove,Wisconsin,7399,2016-11-10,0,5600,male,2016,0,1
1178,Alan Koolik,Alan,Koolik,a junior,Boca Raton,Florida,6895,2014-08-01,0,29200,male,2014,0,1
1179,Alan Koolik,Alan,Koolik,a junior,Boca Raton,Florida,6894,2014-07-31,1,25000,male,2014,0,1
1180,Alan Koolik,Alan,Koolik,a junior,Boca Raton,Florida,6893,2014-07-30,1,20801,male,2014,0,1
1181,Alan Koolik,Alan,Koolik,a junior,Boca Raton,Florida,6889,2014-07-24,1,31001,male,2014,0,1
1182,Selena Groh,Selena,Groh,a junior,Arlington Heights,Illinois,6892,2014-07-29,0,0,female,2014,1,0
1183,Selena Groh,Selena,Groh,a junior,Arlington Heights,Illinois,6887,2014-07-22,1,20000,female,2014,1,0
1184,Nikki Airi,Nikki,Airi,a junior,Worthington,Ohio,6888,2014-07-23,0,2800,female,2014,1,0
1185,Josiah Takang,Josiah,Takang,a junior,Douglasville,Georgia,6886,2014-07-21,0,-2800,male,2014,0,1
1186,Matthew Bunch,Matthew,Bunch,a middle school civics and world history teacher,Miami,Florida,7993,2019-05-15,0,9300,male,2019,0,1
1187,Matthew Bunch,Matthew,Bunch,a middle school civics and world history teacher,Miami,Florida,7987,2019-05-07,0,9600,male,2019,0,1
1188,Greg Antoine,Greg,Antoine,a programmer,Miami,Florida,7837,2018-10-09,0,4699,male,2018,0,1
1189,Shawn Moore,Shawn,Moore,a regional human resources manager,Miami,Florida,7819,2018-09-13,0,4000,male,2018,0,1
